time,node,event,source,destination,msgID
0.203868,1,SEND_MSG,1,0,1
0.513766,1,SEND_MSG,1,0,2
1.203868,0,RECV_MSG,1,0,1
1.346046,1,SEND_MSG,1,0,3
1.413727,1,SEND_MSG,1,0,4
1.452156,0,MSG_DEPT,1,0,1
1.513766,0,RECV_MSG,1,0,2
1.554327,1,SEND_MSG,1,0,5
1.629726,0,MSG_DEPT,1,0,2
2.287013,1,SEND_MSG,1,0,6
2.289606,1,SEND_MSG,1,0,7
2.346046,0,RECV_MSG,1,0,3
2.413727,0,RECV_MSG,1,0,4
2.463618,0,MSG_DEPT,1,0,3
2.468388,1,SEND_MSG,1,0,8
2.554327,0,RECV_MSG,1,0,5
2.630473,0,MSG_DEPT,1,0,4
2.840139,0,MSG_DEPT,1,0,5
2.950361,1,SEND_MSG,1,0,9
3.287013,0,RECV_MSG,1,0,6
3.289606,0,RECV_MSG,1,0,7
3.320638,0,MSG_DEPT,1,0,6
3.441967,1,SEND_MSG,1,0,10
3.456321,0,MSG_DEPT,1,0,7
3.468388,0,RECV_MSG,1,0,8
3.901264,0,MSG_DEPT,1,0,8
3.950361,0,RECV_MSG,1,0,9
4.016522,0,MSG_DEPT,1,0,9
4.398823,1,SEND_MSG,1,0,11
4.441967,0,RECV_MSG,1,0,10
4.452265,1,SEND_MSG,1,0,12
4.484372,1,SEND_MSG,1,0,13
4.611043,0,MSG_DEPT,1,0,10
5.193645,1,SEND_MSG,1,0,14
5.398823,0,RECV_MSG,1,0,11
5.452265,0,RECV_MSG,1,0,12
5.484372,0,RECV_MSG,1,0,13
5.639311,0,MSG_DEPT,1,0,11
5.894774,0,MSG_DEPT,1,0,12
5.986506,0,MSG_DEPT,1,0,13
6.089067,1,SEND_MSG,1,0,15
6.193645,0,RECV_MSG,1,0,14
6.218206,0,MSG_DEPT,1,0,14
6.857216,1,SEND_MSG,1,0,16
7.018198,1,SEND_MSG,1,0,17
7.072898,1,SEND_MSG,1,0,18
7.089067,0,RECV_MSG,1,0,15
7.11248,1,SEND_MSG,1,0,19
7.259219,1,SEND_MSG,1,0,20
7.55414,1,SEND_MSG,1,0,21
7.597949,1,SEND_MSG,1,0,22
7.705141,0,MSG_DEPT,1,0,15
7.74123,1,SEND_MSG,1,0,23
7.857216,0,RECV_MSG,1,0,16
7.986601,0,MSG_DEPT,1,0,16
8.018198,0,RECV_MSG,1,0,17
8.072898,0,RECV_MSG,1,0,18
8.11248,0,RECV_MSG,1,0,19
8.120768,1,SEND_MSG,1,0,24
