lambda,mu,servers,capacity,simulation_time,warmup_time,arrivals,departures,dropped,avg_n_system,avg_n_queue,avg_wait_queue,avg_response_time,throughput,utilization,drop_probability,scenario,replication
8.0,8.0,3,8,5000.0,500.0,35828,35822,5,1.037147474546835,0.04415775142365932,0.005547146485580563,1.130286137253973,7.960444444444445,0.33099657437439184,0.0001395556547951323,MM3K8,3
8.0,8.0,3,8,5000.0,500.0,36238,36230,10,1.0447890996278744,0.043419696325605675,0.0053936732801134766,1.1297748097672702,8.051111111111112,0.33378980110075623,0.00027595341906286216,MM3K8,4
8.0,8.0,3,8,5000.0,500.0,35691,35686,5,1.0326713814590414,0.041663885689214857,0.005253810614848031,1.1302176947519487,7.9302222222222225,0.3303358319232755,0.0001400913395533888,MM3K8,5
8.0,8.0,3,8,5000.0,500.0,35757,35755,2,1.0395198436762008,0.04426630861599526,0.005571203713382147,1.130831205830273,7.945555555555556,0.33175117835340184,5.5933104007606904e-05,MM3K8,6
8.0,8.0,3,8,5000.0,500.0,35925,35923,4,1.0337218870689098,0.04296974781312324,0.005382731541326019,1.1294960329945973,7.982888888888889,0.33025071308526216,0.00011134307585247043,MM3K8,7
8.0,8.0,3,8,5000.0,500.0,36360,36351,9,1.04837444633114,0.04284607124012067,0.005304044471418751,1.1297814367827541,8.078,0.3351761250303398,0.00024752475247524753,MM3K8,8
8.0,8.0,3,8,5000.0,500.0,35917,35908,10,1.042594298810776,0.04362915022052132,0.005467616575480281,1.1306581984295674,7.979555555555556,0.33298838286341825,0.00027841968984046553,MM3K8,9
12.0,8.0,3,8,5000.0,500.0,53989,53812,178,1.692973960646411,0.20133309192197163,0.016836373181611394,1.1415725072855667,11.958222222222222,0.49721362290814863,0.0032969679008686957,MM3K8,0
12.0,8.0,3,8,5000.0,500.0,54047,53800,247,1.711249096682518,0.21348770999738226,0.017856778717253163,1.1431326782485285,11.955555555555556,0.4992537955617108,0.004570096397579884,MM3K8,1
12.0,8.0,3,8,5000.0,500.0,53877,53704,175,1.6986148504259613,0.20855848977265137,0.01747566669106456,1.1423409697911333,11.934222222222223,0.4966854535511094,0.0032481392802123357,MM3K8,2
12.0,8.0,3,8,5000.0,500.0,53779,53572,207,1.708064449247289,0.2137907376196041,0.017958230405589085,1.1434760363276517,11.90488888888889,0.4980912372092318,0.0038490860744900424,MM3K8,3
12.0,8.0,3,8,5000.0,500.0,53822,53585,238,1.6872787955347441,0.20858462989200963,0.017516671354185748,1.1416938117216875,11.907777777777778,0.49289805521424407,0.004421983575489577,MM3K8,4
12.0,8.0,3,8,5000.0,500.0,54099,53932,166,1.7064013385392052,0.20733996447701006,0.01730011570397065,1.1423776316899938,11.98488888888889,0.49968712468740334,0.003068448585001571,MM3K8,5
12.0,8.0,3,8,5000.0,500.0,53126,52920,201,1.6806446855165131,0.2054612442572207,0.017470646830290818,1.1429045614077071,11.76,0.4917278137530948,0.003783458193728118,MM3K8,6
12.0,8.0,3,8,5000.0,500.0,53567,53358,205,1.6902870697978327,0.2097465456223541,0.017681081682317225,1.1425316464976167,11.857333333333333,0.4935135080584844,0.003826983030597196,MM3K8,7
12.0,8.0,3,8,5000.0,500.0,54332,54117,217,1.7295884613440464,0.21922115807508039,0.018228933816321336,1.1438226960320819,12.026,0.503455767756318,0.003993963042037842,MM3K8,8
12.0,8.0,3,8,5000.0,500.0,53780,53541,240,1.6907152505466467,0.20835406319304822,0.01751168794696993,1.1421030466867903,11.898,0.4941203957845355,0.004462625511342506,MM3K8,9
