lambda,num_clients,mu,servers,capacity,simulation_time,warmup_time,arrivals,departures,dropped,avg_n_system,avg_n_queue,avg_wait_queue,avg_response_time,throughput,utilization,drop_probability,scenario,replication
4.0,1,8.0,1,-1,5000.0,500.0,17923,17922,0,0.9922387227032832,0.498683195973614,0.12513796079218137,1.2490634217062953,3.982666666666667,0.4935555267296692,0.0,MM1,50
4.0,1,8.0,1,-1,5000.0,500.0,18013,18012,0,1.0321473799841894,0.5291245603876501,0.13219301142263076,1.2578622404333182,4.002666666666666,0.5030228195965395,0.0,MM1,51
4.0,1,8.0,1,-1,5000.0,500.0,17926,17926,0,0.995515064531436,0.496064847138374,0.12452816089047657,1.2499061581162227,3.9835555555555557,0.499450217393062,0.0,MM1,52
4.0,1,8.0,1,-1,5000.0,500.0,18148,18151,0,0.9886988553392043,0.48931061351162286,0.12133500497767903,1.2451604764537785,4.033555555555555,0.4993882418275814,0.0,MM1,53
4.0,1,8.0,1,-1,5000.0,500.0,17899,17899,0,0.9754740420839983,0.4800925135439515,0.12070039169494283,1.2452446052504558,3.9775555555555555,0.4953815285400469,0.0,MM1,54
4.0,1,8.0,1,-1,5000.0,500.0,18052,18051,0,1.0178132340888768,0.515202023470076,0.12843660216139505,1.2537179871313806,4.011333333333333,0.5026112106188009,0.0,MM1,55
4.0,1,8.0,1,-1,5000.0,500.0,17929,17933,0,0.9925279772601799,0.4947562042817134,0.12419583199123703,1.2491040681723051,3.9851111111111113,0.4977717729784665,0.0,MM1,56
4.0,1,8.0,1,-1,5000.0,500.0,17724,17725,0,0.9781433277141841,0.48049427952111545,0.12198726419435936,1.2483368311933216,3.938888888888889,0.49764904819306877,0.0,MM1,57
4.0,1,8.0,1,-1,5000.0,500.0,17832,17832,0,0.9676566916214421,0.469937927656363,0.11859133436819388,1.2441933104697522,3.962666666666667,0.49771876396507914,0.0,MM1,58
4.0,1,8.0,1,-1,5000.0,500.0,18214,18216,0,1.046188829139315,0.5426844919735815,0.13407573965224207,1.2584631064028124,4.048,0.5035043371657334,0.0,MM1,59
4.0,1,8.0,1,-1,5000.0,500.0,18125,18124,0,1.072528519777341,0.561445363081646,0.1394010226146219,1.2662958689290995,4.027555555555556,0.5110831566956949,0.0,MM1,60
4.0,1,8.0,1,-1,5000.0,500.0,18127,18127,0,1.0539690487112443,0.5432210398046255,0.13485379153311716,1.2616462028576485,4.028222222222222,0.5107480089066188,0.0,MM1,61
4.0,1,8.0,1,-1,5000.0,500.0,18013,18014,0,1.0039026669560767,0.5028943280616914,0.12563238779048955,1.2507879919013274,4.003111111111111,0.5010083388943855,0.0,MM1,62
4.0,1,8.0,1,-1,5000.0,500.0,18018,18015,0,0.999408640618319,0.4959230516918836,0.12380845399898902,1.249569266128843,4.003333333333333,0.5034855889264354,0.0,MM1,63
4.0,1,8.0,1,-1,5000.0,500.0,17773,17773,0,0.9945508171269369,0.4992190587990304,0.12639879393437442,1.2518133504231832,3.9495555555555555,0.49533175832790644,0.0,MM1,64
4.0,1,8.0,1,-1,5000.0,500.0,17754,17755,0,1.0087934724556324,0.5087855399802617,0.1289856143282272,1.255710990325224,3.9455555555555555,0.5000079324753705,0.0,MM1,65
4.0,1,8.0,1,-1,5000.0,500.0,18171,18169,0,1.0195830450257073,0.5141838061015913,0.12731919407459882,1.2524927772499406,4.037555555555556,0.5053992389241161,0.0,MM1,66
4.0,1,8.0,1,-1,5000.0,500.0,17874,17873,0,0.9567568404684997,0.46362751123076346,0.11672132314723262,1.2408766545031642,3.9717777777777776,0.49312932923773606,0.0,MM1,67
4.0,1,8.0,1,-1,5000.0,500.0,17959,17959,0,1.0522635627936958,0.5455458446946415,0.13670409552397642,1.263680294961884,3.9908888888888887,0.5067177180990544,0.0,MM1,68
4.0,1,8.0,1,-1,5000.0,500.0,17960,17962,0,0.9751981419422893,0.47846419344960306,0.11987685488096375,1.2443321923089328,3.9915555555555557,0.496733948492686,0.0,MM1,69
4.0,1,8.0,1,-1,5000.0,500.0,18193,18191,0,0.9946309748114941,0.4929057165463059,0.12193082314748556,1.2460353508790016,4.0424444444444445,0.5017252582651882,0.0,MM1,70
4.0,1,8.0,1,-1,5000.0,500.0,18022,18018,0,0.9856008107591776,0.4870120782641285,0.12160784272758472,1.2461229786061236,4.004,0.49858873249504904,0.0,MM1,71
4.0,1,8.0,1,-1,5000.0,500.0,18166,18167,0,0.978996654679949,0.4756073299585609,0.11780542424501783,1.2424992492744922,4.037111111111111,0.5033893247213881,0.0,MM1,72
4.0,1,8.0,1,-1,5000.0,500.0,18022,18027,0,1.0347328952495236,0.5334445251771899,0.13322233665942487,1.2583807347542357,4.006,0.5012883700723337,0.0,MM1,73
4.0,1,8.0,1,-1,5000.0,500.0,17847,17847,0,0.9697145996529564,0.4734908199660847,0.11938749873073241,1.2445069590652917,3.966,0.49622377968687176,0.0,MM1,74
4.0,1,8.0,1,-1,5000.0,500.0,17768,17768,0,0.9380473502075397,0.44853116945300986,0.11359693057961191,1.2375739011669231,3.9484444444444446,0.48951618075452985,0.0,MM1,75
